timestamp,pod_name,Status,initial_node,running_node,ran_delay,inter_node_delay,
2024-12-06 15:21:47.913,julius-pod-bu-76,Pending,minikube,minikube-m02,237,21,
2024-12-06 15:21:47.953,aeneas-pod-be-80,Pending,minikube,minikube-m02,523,21,
2024-12-06 15:21:47.994,mrleo-pod-gu-68,Pending,minikube,minikube,178,0,
2024-12-06 15:21:47.999,mrleo-pod-be-66,Running,minikube-m02,minikube-m02,130,0,
2024-12-06 15:21:48.005,julius-pod-bu-76,Pending,minikube,minikube-m02,237,21,
2024-12-06 15:21:48.017,julius-pod-bu-74,Running,minikube-m02,minikube-m02,312,0,
2024-12-06 15:21:48.023,aeneas-pod-be-80,Pending,minikube,minikube-m02,523,21,
2024-12-06 15:21:48.165,mrleo-pod-gu-52,Succeeded,minikube-m02,minikube,197,21,11593
2024-12-06 15:21:48.191,julius-pod-be-28,Succeeded,minikube-m02,minikube-m02,209,0,14970
2024-12-06 15:21:48.604,julius-pod-bu-49,Running,minikube,minikube,126,0,
2024-12-06 15:21:48.634,mrleo-pod-be-56,Running,minikube,minikube-m02,255,21,
2024-12-06 15:21:48.680,julius-pod-bu-53,Running,minikube,minikube,353,0,
2024-12-06 15:21:48.722,julius-pod-be-31,Succeeded,minikube,minikube,136,0,15502
2024-12-06 15:21:48.802,julius-pod-bu-41,Running,minikube,minikube,183,0,
2024-12-06 15:21:48.843,mrleo-pod-gu-62,Running,minikube,minikube,235,0,
2024-12-06 15:21:48.866,julius-pod-bu-79,Running,minikube,minikube,236,0,
2024-12-06 15:21:48.920,mrleo-pod-bu-65,Running,minikube,minikube-m02,162,21,
2024-12-06 15:21:48.976,mrleo-pod-be-61,Running,minikube-m02,minikube,172,21,
2024-12-06 15:21:48.986,mrleo-pod-gu-70,Running,minikube,minikube,182,0,
2024-12-06 15:21:49.045,mrleo-pod-gu-71,Pending,minikube-m02,minikube-m02,138,0,
2024-12-06 15:21:49.065,julius-pod-be-28,Succeeded,minikube-m02,minikube-m02,209,0,15844
2024-12-06 15:21:49.091,mrleo-pod-be-75,Running,minikube,minikube,160,0,
2024-12-06 15:21:49.124,mrleo-pod-be-78,Pending,minikube,minikube,322,0,
2024-12-06 15:21:49.139,julius-pod-gu-27,Succeeded,minikube,minikube,245,0,15917
2024-12-06 15:21:49.179,mrleo-pod-gu-52,Succeeded,minikube-m02,minikube,197,21,12612
2024-12-06 15:21:49.216,aeneas-pod-bu-84,Pending,minikube,minikube-m02,501,21,
2024-12-06 15:21:49.221,mrleo-pod-be-78,Pending,minikube,minikube,322,0,
2024-12-06 15:21:49.241,mrleo-pod-gu-71,Pending,minikube-m02,minikube-m02,138,0,
2024-12-06 15:21:49.245,julius-pod-bu-87,Pending,minikube-m02,minikube,254,22,
2024-12-06 15:21:49.250,aeneas-pod-bu-84,Pending,minikube,minikube-m02,501,21,
2024-12-06 15:21:49.256,julius-pod-bu-35,Running,minikube-m02,minikube-m02,281,0,
2024-12-06 15:21:49.285,aeneas-pod-bu-86,Running,minikube-m02,minikube,542,24,
2024-12-06 15:21:49.319,julius-pod-bu-87,Pending,minikube-m02,minikube,254,22,
2024-12-06 15:21:49.416,julius-pod-be-37,Succeeded,minikube-m02,minikube-m02,206,0,14689
2024-12-06 15:21:49.440,julius-pod-gu-40,Succeeded,minikube-m02,minikube-m02,225,0,14705
2024-12-06 15:21:50.175,mrleo-pod-gu-68,Running,minikube,minikube,178,0,
2024-12-06 15:21:50.220,mrleo-pod-be-82,Pending,minikube-m02,minikube,111,21,
2024-12-06 15:21:50.295,mrleo-pod-be-82,Pending,minikube-m02,minikube,111,21,
2024-12-06 15:21:50.362,julius-pod-be-37,Succeeded,minikube-m02,minikube-m02,206,0,15626
2024-12-06 15:21:50.395,julius-pod-be-39,Running,minikube,minikube,325,0,
2024-12-06 15:21:50.416,julius-pod-bu-76,Running,minikube,minikube-m02,237,21,
2024-12-06 15:21:50.448,aeneas-pod-be-80,Running,minikube,minikube-m02,523,21,
2024-12-06 15:21:50.547,julius-pod-gu-40,Succeeded,minikube-m02,minikube-m02,225,0,15812
2024-12-06 15:21:50.609,mrleo-pod-bu-63,Running,minikube-m02,minikube-m02,83,0,
2024-12-06 15:21:50.655,mrleo-pod-gu-71,Running,minikube-m02,minikube-m02,138,0,
2024-12-06 15:21:50.684,julius-pod-be-50,Running,minikube-m02,minikube-m02,221,0,
2024-12-06 15:21:50.793,julius-pod-bu-41,Succeeded,minikube,minikube,183,0,16061
2024-12-06 15:21:50.906,mrleo-pod-bu-65,Succeeded,minikube,minikube-m02,162,21,12058
2024-12-06 15:21:51.028,julius-pod-bu-35,Succeeded,minikube-m02,minikube-m02,281,0,16295
2024-12-06 15:21:51.049,mrleo-pod-be-56,Succeeded,minikube,minikube-m02,255,21,14477
2024-12-06 15:21:51.103,mrleo-pod-be-61,Succeeded,minikube-m02,minikube,172,21,12254
2024-12-06 15:21:51.123,mrleo-pod-gu-62,Succeeded,minikube,minikube,235,0,12275
2024-12-06 15:21:51.134,julius-pod-bu-49,Succeeded,minikube,minikube,126,0,14566
2024-12-06 15:21:51.179,julius-pod-bu-53,Succeeded,minikube,minikube,353,0,14606
2024-12-06 15:21:51.346,aeneas-pod-gu-85,Pending,minikube-m02,minikube-m02,360,0,
2024-12-06 15:21:51.376,julius-pod-be-90,Pending,minikube,minikube-m02,155,21,
2024-12-06 15:21:51.393,aeneas-pod-gu-85,Pending,minikube-m02,minikube-m02,360,0,
2024-12-06 15:21:51.422,julius-pod-be-90,Pending,minikube,minikube-m02,155,21,
2024-12-06 15:21:51.509,julius-pod-bu-53,Succeeded,minikube,minikube,353,0,14943
2024-12-06 15:21:51.550,julius-pod-bu-41,Succeeded,minikube,minikube,183,0,16816
2024-12-06 15:21:51.607,mrleo-pod-gu-62,Succeeded,minikube,minikube,235,0,12753
2024-12-06 15:21:51.655,aeneas-pod-bu-84,Running,minikube,minikube-m02,501,21,
2024-12-06 15:21:51.664,mrleo-pod-be-78,Running,minikube,minikube,322,0,
2024-12-06 15:21:51.686,julius-pod-bu-35,Succeeded,minikube-m02,minikube-m02,281,0,16956
2024-12-06 15:21:51.761,mrleo-pod-be-61,Succeeded,minikube-m02,minikube,172,21,12907
2024-12-06 15:21:51.782,julius-pod-bu-49,Succeeded,minikube,minikube,126,0,15215
2024-12-06 15:21:51.831,julius-pod-bu-87,Running,minikube-m02,minikube,254,22,
2024-12-06 15:21:51.852,mrleo-pod-bu-65,Succeeded,minikube,minikube-m02,162,21,12998
2024-12-06 15:21:51.862,julius-pod-be-64,Running,minikube-m02,minikube,604,22,
2024-12-06 15:21:51.907,mrleo-pod-be-56,Succeeded,minikube,minikube-m02,255,21,15346
2024-12-06 15:21:51.924,mrleo-pod-be-82,Running,minikube-m02,minikube,111,21,
2024-12-06 15:21:52.011,julius-pod-be-39,Succeeded,minikube,minikube,325,0,17282
2024-12-06 15:21:52.122,mrleo-pod-bu-63,Succeeded,minikube-m02,minikube-m02,83,0,13274
2024-12-06 15:21:52.144,julius-pod-be-50,Succeeded,minikube-m02,minikube-m02,221,0,15576
2024-12-06 15:21:52.374,mrleo-pod-gu-77,Pending,minikube-m02,minikube-m02,114,0,
2024-12-06 15:21:52.385,mrleo-pod-be-83,Pending,minikube,minikube,155,0,
2024-12-06 15:21:52.398,mrleo-pod-gu-77,Pending,minikube-m02,minikube-m02,114,0,
2024-12-06 15:21:52.409,mrleo-pod-be-89,Pending,minikube,minikube,191,0,
2024-12-06 15:21:52.415,mrleo-pod-be-83,Pending,minikube,minikube,155,0,
2024-12-06 15:21:52.431,aeneas-pod-bu-92,Pending,minikube,minikube,561,0,
2024-12-06 15:21:52.445,mrleo-pod-be-89,Pending,minikube,minikube,191,0,
2024-12-06 15:21:52.455,aeneas-pod-gu-94,Pending,minikube-m02,minikube-m02,396,0,
2024-12-06 15:21:52.470,julius-pod-be-96,Pending,minikube-m02,minikube-m02,211,0,
2024-12-06 15:21:52.497,mrleo-pod-gu-98,Pending,minikube,minikube,183,0,
2024-12-06 15:21:52.515,aeneas-pod-gu-94,Pending,minikube-m02,minikube-m02,396,0,
2024-12-06 15:21:52.523,aeneas-pod-bu-92,Pending,minikube,minikube,561,0,
2024-12-06 15:21:52.528,julius-pod-bu-100,Pending,minikube,minikube-m02,313,21,
2024-12-06 15:21:52.536,julius-pod-be-96,Pending,minikube-m02,minikube-m02,211,0,
2024-12-06 15:21:52.542,mrleo-pod-gu-98,Pending,minikube,minikube,183,0,
2024-12-06 15:21:52.558,julius-pod-bu-119,Pending,minikube-m02,minikube,340,22,
2024-12-06 15:21:52.593,julius-pod-bu-100,Pending,minikube,minikube-m02,313,21,
2024-12-06 15:21:52.607,julius-pod-bu-119,Pending,minikube-m02,minikube,340,22,
2024-12-06 15:21:52.801,mrleo-pod-gu-68,Running,minikube,minikube,178,0,
2024-12-06 15:21:52.825,julius-pod-be-39,Succeeded,minikube,minikube,325,0,18090
2024-12-06 15:21:52.874,mrleo-pod-gu-70,Running,minikube,minikube,182,0,
2024-12-06 15:21:52.917,julius-pod-be-90,Running,minikube,minikube-m02,155,21,
2024-12-06 15:21:52.973,mrleo-pod-be-75,Running,minikube,minikube,160,0,
2024-12-06 15:21:53.022,mrleo-pod-be-66,Running,minikube-m02,minikube-m02,130,0,
2024-12-06 15:21:53.094,julius-pod-be-69,Running,minikube-m02,minikube,249,22,
2024-12-06 15:21:53.297,aeneas-pod-gu-85,Running,minikube-m02,minikube-m02,360,0,
2024-12-06 15:21:53.386,julius-pod-be-50,Succeeded,minikube-m02,minikube-m02,221,0,16814
2024-12-06 15:21:53.392,mrleo-pod-bu-63,Succeeded,minikube-m02,minikube-m02,83,0,14544
2024-12-06 15:21:53.550,julius-pod-gu-60,Running,minikube-m02,minikube,286,22,
2024-12-06 15:21:54.174,julius-pod-be-64,Succeeded,minikube-m02,minikube,604,22,15321
2024-12-06 15:21:54.234,aeneas-pod-be-88,Pending,minikube,minikube,530,0,
2024-12-06 15:21:54.246,aeneas-pod-be-88,Pending,minikube,minikube,530,0,
2024-12-06 15:21:54.424,aeneas-pod-gu-6,Running,minikube,minikube,516,0,
2024-12-06 15:21:54.439,aeneas-pod-bu-92,Running,minikube,minikube,561,0,
2024-12-06 15:21:54.478,mrleo-pod-be-83,Running,minikube,minikube,155,0,
2024-12-06 15:21:54.693,mrleo-pod-be-75,Succeeded,minikube,minikube,160,0,13207
2024-12-06 15:21:54.774,mrleo-pod-gu-70,Succeeded,minikube,minikube,182,0,15920
2024-12-06 15:21:54.793,mrleo-pod-gu-68,Succeeded,minikube,minikube,178,0,15940
2024-12-06 15:21:54.873,julius-pod-be-64,Succeeded,minikube-m02,minikube,604,22,16019
2024-12-06 15:21:54.908,julius-pod-bu-119,Running,minikube-m02,minikube,340,22,
2024-12-06 15:21:54.918,aeneas-pod-be-4,Running,minikube-m02,minikube-m02,463,0,
2024-12-06 15:21:54.964,mrleo-pod-gu-77,Running,minikube-m02,minikube-m02,114,0,
2024-12-06 15:21:55.010,aeneas-pod-bu-1,Running,minikube-m02,minikube-m02,322,0,
2024-12-06 15:21:55.021,aeneas-pod-be-11,Running,minikube-m02,minikube-m02,575,0,
2024-12-06 15:21:55.041,aeneas-pod-gu-94,Running,minikube-m02,minikube-m02,396,0,
2024-12-06 15:21:55.076,julius-pod-be-96,Running,minikube-m02,minikube-m02,211,0,
2024-12-06 15:21:55.100,mrleo-pod-gu-71,Running,minikube-m02,minikube-m02,138,0,
2024-12-06 15:21:55.105,julius-pod-be-67,Running,minikube-m02,minikube-m02,175,0,
2024-12-06 15:21:55.351,julius-pod-be-69,Succeeded,minikube-m02,minikube,249,22,16498
2024-12-06 15:21:55.363,julius-pod-gu-60,Succeeded,minikube-m02,minikube,286,22,16510
2024-12-06 15:21:55.395,mrleo-pod-be-66,Succeeded,minikube-m02,minikube-m02,130,0,16542
2024-12-06 15:21:55.551,mrleo-pod-be-78,Running,minikube,minikube,322,0,
2024-12-06 15:21:55.582,mrleo-pod-gu-70,Succeeded,minikube,minikube,182,0,16728
2024-12-06 15:21:55.607,aeneas-pod-be-88,Running,minikube,minikube,530,0,
2024-12-06 15:21:55.630,julius-pod-bu-100,Running,minikube,minikube-m02,313,21,
2024-12-06 15:21:55.651,mrleo-pod-gu-68,Succeeded,minikube,minikube,178,0,16798
2024-12-06 15:21:55.667,mrleo-pod-gu-98,Running,minikube,minikube,183,0,
2024-12-06 15:21:55.681,mrleo-pod-gu-81,Pending,minikube,minikube-m02,94,21,
2024-12-06 15:21:55.687,mrleo-pod-be-89,Running,minikube,minikube,191,0,
2024-12-06 15:21:55.706,mrleo-pod-be-75,Succeeded,minikube,minikube,160,0,14220
2024-12-06 15:21:55.733,mrleo-pod-be-93,Pending,minikube,minikube,228,0,
2024-12-06 15:21:55.737,aeneas-pod-bu-99,Pending,minikube,minikube,375,0,
2024-12-06 15:21:55.741,mrleo-pod-gu-81,Pending,minikube,minikube-m02,94,21,
2024-12-06 15:21:55.765,aeneas-pod-bu-102,Pending,minikube,minikube-m02,331,21,
2024-12-06 15:21:55.771,julius-pod-be-72,Running,minikube,minikube,254,0,
2024-12-06 15:21:55.791,julius-pod-be-134,Pending,minikube-m02,minikube,211,22,
2024-12-06 15:21:55.800,mrleo-pod-be-93,Pending,minikube,minikube,228,0,
2024-12-06 15:21:55.837,aeneas-pod-bu-99,Pending,minikube,minikube,375,0,
2024-12-06 15:21:55.843,julius-pod-be-134,Pending,minikube-m02,minikube,211,22,
2024-12-06 15:21:55.863,aeneas-pod-bu-102,Pending,minikube,minikube-m02,331,21,
2024-12-06 15:21:55.941,aeneas-pod-gu-6,Succeeded,minikube,minikube,516,0,31531
2024-12-06 15:21:56.133,aeneas-pod-bu-16,Running,minikube-m02,minikube-m02,387,0,
2024-12-06 15:21:56.157,julius-pod-gu-60,Succeeded,minikube-m02,minikube,286,22,17304
2024-12-06 15:21:56.184,mrleo-pod-be-66,Succeeded,minikube-m02,minikube-m02,130,0,17330
2024-12-06 15:21:56.226,julius-pod-be-69,Succeeded,minikube-m02,minikube,249,22,17373
2024-12-06 15:21:56.265,aeneas-pod-be-18,Running,minikube-m02,minikube-m02,558,0,
2024-12-06 15:21:56.294,julius-pod-be-73,Running,minikube-m02,minikube,183,22,
2024-12-06 15:21:56.313,aeneas-pod-be-14,Running,minikube-m02,minikube-m02,482,0,
2024-12-06 15:21:56.367,mrleo-pod-be-82,Running,minikube-m02,minikube,111,21,
2024-12-06 15:21:56.677,julius-pod-be-67,Succeeded,minikube-m02,minikube-m02,175,0,17824
2024-12-06 15:21:56.703,aeneas-pod-be-11,Succeeded,minikube-m02,minikube-m02,575,0,26286
2024-12-06 15:21:56.750,mrleo-pod-gu-71,Succeeded,minikube-m02,minikube-m02,138,0,17897
2024-12-06 15:21:56.784,aeneas-pod-bu-1,Succeeded,minikube-m02,minikube-m02,322,0,26367
2024-12-06 15:21:56.817,aeneas-pod-be-4,Succeeded,minikube-m02,minikube-m02,463,0,30400
2024-12-06 15:21:57.121,mrleo-pod-gu-81,Running,minikube,minikube-m02,94,21,
2024-12-06 15:21:57.159,aeneas-pod-gu-6,Succeeded,minikube,minikube,516,0,26742
2024-12-06 15:21:57.304,julius-pod-be-72,Succeeded,minikube,minikube,254,0,15819
2024-12-06 15:21:57.324,mrleo-pod-gu-91,Pending,minikube-m02,minikube,213,21,
2024-12-06 15:21:57.335,mrleo-pod-be-78,Succeeded,minikube,minikube,322,0,15849
2024-12-06 15:21:57.353,mrleo-pod-gu-91,Pending,minikube-m02,minikube,213,21,
2024-12-06 15:21:57.379,mrleo-pod-bu-97,Pending,minikube-m02,minikube,126,21,
2024-12-06 15:21:57.422,aeneas-pod-be-23,Running,minikube-m02,minikube-m02,323,0,
2024-12-06 15:21:57.436,mrleo-pod-bu-97,Pending,minikube-m02,minikube,126,21,
2024-12-06 15:21:57.447,aeneas-pod-be-11,Succeeded,minikube-m02,minikube-m02,575,0,27030
2024-12-06 15:21:57.450,aeneas-pod-bu-103,Pending,minikube,minikube,370,0,
2024-12-06 15:21:57.464,aeneas-pod-be-4,Succeeded,minikube-m02,minikube-m02,463,0,27047
2024-12-06 15:21:57.467,julius-pod-be-105,Pending,minikube-m02,minikube-m02,252,0,
2024-12-06 15:21:57.521,julius-pod-be-134,Running,minikube-m02,minikube,211,22,
2024-12-06 15:21:57.545,aeneas-pod-bu-103,Pending,minikube,minikube,370,0,
2024-12-06 15:21:57.559,mrleo-pod-gu-71,Succeeded,minikube-m02,minikube-m02,138,0,18706
2024-12-06 15:21:57.573,aeneas-pod-be-107,Pending,minikube-m02,minikube-m02,382,0,
2024-12-06 15:21:57.597,julius-pod-be-105,Pending,minikube-m02,minikube-m02,252,0,
2024-12-06 15:21:57.614,aeneas-pod-bu-1,Succeeded,minikube-m02,minikube-m02,322,0,27205
2024-12-06 15:21:57.644,julius-pod-be-67,Succeeded,minikube-m02,minikube-m02,175,0,18790
2024-12-06 15:21:57.680,aeneas-pod-be-107,Pending,minikube-m02,minikube-m02,382,0,
2024-12-06 15:21:57.720,aeneas-pod-be-26,Running,minikube-m02,minikube-m02,300,0,
2024-12-06 15:21:57.771,julius-pod-bu-74,Running,minikube-m02,minikube-m02,312,0,
2024-12-06 15:21:57.906,aeneas-pod-be-14,Succeeded,minikube-m02,minikube-m02,482,0,26213
2024-12-06 15:21:57.975,aeneas-pod-be-18,Succeeded,minikube-m02,minikube-m02,558,0,26281
2024-12-06 15:21:58.030,julius-pod-be-73,Succeeded,minikube-m02,minikube,183,22,16544
2024-12-06 15:21:58.070,mrleo-pod-be-82,Succeeded,minikube-m02,minikube,111,21,14259
2024-12-06 15:21:58.095,aeneas-pod-bu-16,Succeeded,minikube-m02,minikube-m02,387,0,26402
2024-12-06 15:21:58.216,mrleo-pod-be-78,Succeeded,minikube,minikube,322,0,16736
2024-12-06 15:21:58.277,julius-pod-bu-79,Running,minikube,minikube,236,0,
2024-12-06 15:21:58.323,mrleo-pod-be-83,Running,minikube,minikube,155,0,
2024-12-06 15:21:58.371,mrleo-pod-be-89,Running,minikube,minikube,191,0,
2024-12-06 15:21:58.386,julius-pod-be-72,Succeeded,minikube,minikube,254,0,16901
2024-12-06 15:21:58.425,aeneas-pod-bu-13,Running,minikube,minikube,464,0,
2024-12-06 15:21:58.448,aeneas-pod-bu-102,Running,minikube,minikube-m02,331,21,
2024-12-06 15:21:58.484,aeneas-pod-bu-99,Running,minikube,minikube,375,0,
2024-12-06 15:21:58.655,mrleo-pod-be-93,Running,minikube,minikube,228,0,
2024-12-06 15:21:58.691,julius-pod-be-73,Succeeded,minikube-m02,minikube,183,22,17205
2024-12-06 15:21:58.716,mrleo-pod-gu-91,Running,minikube-m02,minikube,213,21,
2024-12-06 15:21:58.736,aeneas-pod-bu-16,Succeeded,minikube-m02,minikube-m02,387,0,27043
2024-12-06 15:21:58.769,mrleo-pod-gu-77,Running,minikube-m02,minikube-m02,114,0,
2024-12-06 15:21:58.790,aeneas-pod-be-107,Running,minikube-m02,minikube-m02,382,0,
2024-12-06 15:21:58.812,aeneas-pod-be-18,Succeeded,minikube-m02,minikube-m02,558,0,27118
2024-12-06 15:21:58.826,aeneas-pod-bu-25,Running,minikube-m02,minikube-m02,354,0,
2024-12-06 15:21:58.859,aeneas-pod-be-14,Succeeded,minikube-m02,minikube-m02,482,0,27165
2024-12-06 15:21:58.875,mrleo-pod-bu-97,Running,minikube-m02,minikube,126,21,
2024-12-06 15:21:58.904,julius-pod-be-105,Running,minikube-m02,minikube-m02,252,0,
2024-12-06 15:21:58.928,mrleo-pod-be-82,Succeeded,minikube-m02,minikube,111,21,15116
2024-12-06 15:21:58.961,aeneas-pod-bu-21,Running,minikube-m02,minikube-m02,399,0,
2024-12-06 15:21:59.090,aeneas-pod-be-23,Succeeded,minikube-m02,minikube-m02,323,0,27396
2024-12-06 15:21:59.111,julius-pod-bu-74,Succeeded,minikube-m02,minikube-m02,312,0,28626
2024-12-06 15:21:59.123,aeneas-pod-be-26,Succeeded,minikube-m02,minikube-m02,300,0,25897
2024-12-06 15:21:59.279,aeneas-pod-gu-95,Pending,minikube,minikube,505,0,
2024-12-06 15:21:59.306,aeneas-pod-gu-95,Pending,minikube,minikube,505,0,
2024-12-06 15:21:59.325,aeneas-pod-bu-104,Pending,minikube-m02,minikube,370,24,
2024-12-06 15:21:59.329,aeneas-pod-bu-104,Pending,minikube-m02,minikube,370,24,
2024-12-06 15:21:59.333,julius-pod-be-108,Pending,minikube-m02,minikube-m02,153,0,
2024-12-06 15:21:59.343,aeneas-pod-be-110,Pending,minikube-m02,minikube,534,24,
2024-12-06 15:21:59.349,julius-pod-be-108,Pending,minikube-m02,minikube-m02,153,0,
2024-12-06 15:21:59.355,mrleo-pod-bu-112,Pending,minikube-m02,minikube,174,21,
2024-12-06 15:21:59.388,aeneas-pod-be-110,Pending,minikube-m02,minikube,534,24,
2024-12-06 15:21:59.400,julius-pod-gu-114,Pending,minikube-m02,minikube-m02,212,0,
2024-12-06 15:21:59.439,mrleo-pod-bu-112,Pending,minikube-m02,minikube,174,21,
2024-12-06 15:21:59.443,julius-pod-gu-116,Pending,minikube-m02,minikube-m02,284,0,
2024-12-06 15:21:59.467,julius-pod-gu-114,Pending,minikube-m02,minikube-m02,212,0,
2024-12-06 15:21:59.491,julius-pod-gu-116,Pending,minikube-m02,minikube-m02,284,0,
2024-12-06 15:21:59.515,aeneas-pod-bu-118,Pending,minikube-m02,minikube-m02,309,0,
2024-12-06 15:21:59.531,aeneas-pod-bu-118,Pending,minikube-m02,minikube-m02,309,0,
2024-12-06 15:21:59.570,aeneas-pod-bu-121,Pending,minikube-m02,minikube,1104,24,
2024-12-06 15:21:59.598,julius-pod-bu-136,Pending,minikube,minikube-m02,166,21,
2024-12-06 15:21:59.616,aeneas-pod-bu-121,Pending,minikube-m02,minikube,1104,24,
2024-12-06 15:21:59.681,julius-pod-bu-136,Pending,minikube,minikube-m02,166,21,
2024-12-06 15:21:59.684,julius-pod-bu-142,Pending,minikube-m02,minikube,324,22,
2024-12-06 15:21:59.705,julius-pod-bu-142,Pending,minikube-m02,minikube,324,22,
2024-12-06 15:21:59.738,julius-pod-bu-76,Running,minikube,minikube-m02,237,21,
2024-12-06 15:21:59.741,aeneas-pod-gu-38,Running,minikube,minikube,502,0,
2024-12-06 15:21:59.747,aeneas-pod-bu-103,Running,minikube,minikube,370,0,
2024-12-06 15:21:59.753,mrleo-pod-gu-98,Running,minikube,minikube,183,0,
2024-12-06 15:21:59.771,aeneas-pod-bu-46,Running,minikube,minikube,447,0,
2024-12-06 15:21:59.800,aeneas-pod-gu-42,Running,minikube,minikube,609,0,
2024-12-06 15:22:00.133,aeneas-pod-bu-13,Succeeded,minikube,minikube,464,0,28447
2024-12-06 15:22:00.256,mrleo-pod-be-83,Succeeded,minikube,minikube,155,0,16444
2024-12-06 15:22:00.299,julius-pod-bu-79,Succeeded,minikube,minikube,236,0,18823
2024-12-06 15:22:00.378,mrleo-pod-be-89,Succeeded,minikube,minikube,191,0,16577
2024-12-06 15:22:00.857,aeneas-pod-be-26,Succeeded,minikube-m02,minikube-m02,300,0,27631
2024-12-06 15:22:00.942,aeneas-pod-bu-13,Succeeded,minikube,minikube,464,0,29248
2024-12-06 15:22:00.974,aeneas-pod-bu-48,Running,minikube-m02,minikube-m02,599,0,
2024-12-06 15:22:01.003,julius-pod-bu-74,Succeeded,minikube-m02,minikube-m02,312,0,19518
2024-12-06 15:22:01.025,mrleo-pod-gu-81,Running,minikube,minikube-m02,94,21,
2024-12-06 15:22:01.050,aeneas-pod-gu-29,Running,minikube,minikube,347,0,
2024-12-06 15:22:01.092,julius-pod-bu-79,Succeeded,minikube,minikube,236,0,19607
2024-12-06 15:22:01.110,aeneas-pod-be-23,Succeeded,minikube-m02,minikube-m02,323,0,29417
2024-12-06 15:22:01.151,aeneas-pod-gu-95,Running,minikube,minikube,505,0,
2024-12-06 15:22:01.231,aeneas-pod-be-110,Running,minikube-m02,minikube,534,24,
2024-12-06 15:22:01.268,aeneas-pod-bu-45,Running,minikube,minikube,364,0,
2024-12-06 15:22:01.288,mrleo-pod-be-83,Succeeded,minikube,minikube,155,0,41481
2024-12-06 15:22:01.320,aeneas-pod-gu-44,Running,minikube-m02,minikube-m02,617,0,
2024-12-06 15:22:01.336,mrleo-pod-be-89,Succeeded,minikube,minikube,191,0,17524
2024-12-06 15:22:01.409,aeneas-pod-be-101,Pending,minikube-m02,minikube-m02,340,0,
2024-12-06 15:22:01.455,aeneas-pod-be-101,Pending,minikube-m02,minikube-m02,340,0,
2024-12-06 15:22:01.480,aeneas-pod-be-109,Pending,minikube-m02,minikube,323,24,
2024-12-06 15:22:01.486,julius-pod-gu-114,Running,minikube-m02,minikube-m02,212,0,
2024-12-06 15:22:01.511,julius-pod-be-145,Pending,minikube-m02,minikube,220,22,
2024-12-06 15:22:01.528,aeneas-pod-be-109,Pending,minikube-m02,minikube,323,24,
2024-12-06 15:22:01.578,aeneas-pod-bu-121,Running,minikube-m02,minikube,1104,24,
2024-12-06 15:22:01.623,julius-pod-be-145,Pending,minikube-m02,minikube,220,22,
2024-12-06 15:22:01.670,mrleo-pod-bu-112,Running,minikube-m02,minikube,174,21,
2024-12-06 15:22:01.795,julius-pod-bu-76,Succeeded,minikube,minikube-m02,237,21,29310
2024-12-06 15:22:01.813,aeneas-pod-gu-38,Succeeded,minikube,minikube,502,0,27078
2024-12-06 15:22:01.833,aeneas-pod-gu-42,Succeeded,minikube,minikube,609,0,27098
2024-12-06 15:22:01.865,aeneas-pod-bu-46,Succeeded,minikube,minikube,447,0,41130
2024-12-06 15:22:01.872,aeneas-pod-bu-21,Succeeded,minikube-m02,minikube-m02,399,0,30178
2024-12-06 15:22:01.882,mrleo-pod-gu-98,Succeeded,minikube,minikube,183,0,15847
2024-12-06 15:22:01.932,mrleo-pod-gu-77,Succeeded,minikube-m02,minikube-m02,114,0,39446
2024-12-06 15:22:01.972,aeneas-pod-bu-25,Succeeded,minikube-m02,minikube-m02,354,0,42746
2024-12-06 15:22:02.325,aeneas-pod-gu-42,Succeeded,minikube,minikube,609,0,27590
2024-12-06 15:22:02.352,aeneas-pod-bu-51,Running,minikube,minikube,335,0,
2024-12-06 15:22:02.403,aeneas-pod-bu-57,Running,minikube,minikube,380,0,
2024-12-06 15:22:02.430,julius-pod-bu-136,Running,minikube,minikube-m02,166,21,
2024-12-06 15:22:02.475,aeneas-pod-gu-38,Succeeded,minikube,minikube,502,0,37745
2024-12-06 15:22:02.498,mrleo-pod-gu-98,Succeeded,minikube,minikube,183,0,24462
2024-12-06 15:22:02.537,aeneas-pod-bu-46,Succeeded,minikube,minikube,447,0,27801
2024-12-06 15:22:02.556,mrleo-pod-be-93,Running,minikube,minikube,228,0,
2024-12-06 15:22:02.639,julius-pod-bu-76,Succeeded,minikube,minikube-m02,237,21,21154
2024-12-06 15:22:02.683,aeneas-pod-bu-104,Running,minikube-m02,minikube,370,24,
2024-12-06 15:22:02.714,aeneas-pod-bu-118,Running,minikube-m02,minikube-m02,309,0,
2024-12-06 15:22:02.753,aeneas-pod-be-101,Running,minikube-m02,minikube-m02,340,0,
2024-12-06 15:22:02.791,aeneas-pod-bu-45,Succeeded,minikube,minikube,364,0,28055
2024-12-06 15:22:02.821,julius-pod-be-145,Running,minikube-m02,minikube,220,22,
2024-12-06 15:22:02.852,mrleo-pod-gu-81,Succeeded,minikube,minikube-m02,94,21,21367
2024-12-06 15:22:02.879,julius-pod-bu-142,Running,minikube-m02,minikube,324,22,
2024-12-06 15:22:02.905,aeneas-pod-gu-29,Succeeded,minikube,minikube,347,0,29680
2024-12-06 15:22:02.934,mrleo-pod-gu-91,Running,minikube-m02,minikube,213,21,
